OccID,OccNo,Latitude,Longitude,CountryID_DisplayEng,OccDate,OccIncidentTypeID_DisplayEng,OccTime,OccTypeID_DisplayEng,ProvinceID_DisplayEng,InitTSBNotifDate,ReportedByID_DisplayEng,RespRegionID_DisplayEng,Summary,InjuriesEnum_DisplayEng,DeployedEnum_DisplayEng,RegistrationNo,AircraftTypeID_DisplayEng,AircraftMakeID_DisplayEng,OrganizationID_DisplayEng,OperatorTypeID_DisplayEng,WeightCategoryID_DisplayEng,LandingGearID_DisplayEng,WakeTurbulenceCategoryID_DisplayEng,YearOfManuf,NumberOfEngine,DamageLevelID_DisplayEng,OperationTypeID_DisplayEng,ICAODepart
143631,A12F0114,-9.08333333,14.7,ANGOLA,2012-08-14,,10:50:00,ACCIDENT,,8/14/2012 10:50:00 AM,UNKNOWN,PACIFIC,A12F0114:  The Wildcat helicopters Bell 212 s/n30923 registration C-FCAD was landing at a remote village in Angola when it encountered a brownout caused by the rotor downwash blowing up and circulating dust. The pilot lost all reference to the ground and lowered the collective until the helicopter touched-down. The landing was level but hard. The landing gear collapsed but the helicopter stayed upright. The 2 passengers were not injuried. The 2 crew may have received minor injuries.,Yes,,C-FCAD,HELICOPTER,BELL HELICOPTER,WILDCAT HELICOPTERS,COMMERCIAL,2251-5700 KG    (4961-12565 LBS),SKID WITH BEAR PAW,LIGHT,1979,2,SUBSTANTIAL,AIR TRANSPORT,
143581,A12F0106,53.41666667,-6.23333333,IRELAND,2012-09-07,DIFFICULT TO CONTROL (iv),18:00:00,INCIDENT,,9/7/2012 6:00:00 PM,UNKNOWN,ONTARIO,A12F0106: The Sunwing Airlines Inc. Boeing 737-800 aircraft (C-FLZR FLT 1540) was climbing through 3000 feet ASL when the crew noticed the STAB TRIM was not responding with autopilot selected. As the aircraft increased airspeed it began to pitch nose down. The captain took control manually trimmed the aircraft and declared a PAN PAN and returned to Dublin. The landing was uneventful with ARFF standing by. Maintenance was called on board and found both STAB TRIM switched in the off position. The operator has initiated their own investigation into this event.,No,Unknown,C-FLZR,AEROPLANE,BOEING,SUNWING AIRLINES INC.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2009,2,NONE,AIR TRANSPORT,
143556,A12A0093,49.56666667,-53.25,CANADA,2012-09-03,SMOKE OR FIRE (iii),16:00:00,INCIDENT,,9/3/2012 4:00:00 PM,UNKNOWN,ATLANTIC,A12A0093: An Air Canada Boeing 767-300 (C-FMWP) was operating as ACA831 on a flight from Geneva Switzerland to Montréal-Pierre Elliott Trudeau Airport (CYUL). While in cruise at FL360 about 65 NM NE of Gander NL (CYQX) the smoke alarm activated in the MS-2 mid-wing lavatory. Upon investigation by the cabin crew a fire was discovered in the lavatory trash receptacle. A flight attendant suppressed the fire using a portable HALON extinguisher. The flight crew contacted ATC to declare PAN and prepared for a diversion to CYQX if required. The crew elected to cancel the PAN declaration and to continue to CYUL after determining that the fire was extinguished and no damage to the aircraft had occurred.,No,Unknown,C-FMWP,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1993,2,NONE,AIR TRANSPORT,
143162,A12A0058,41.76666667,-61.16666667,INTERNATIONAL WATERS,2012-05-30,EMERGENCY/PRIORITY (xi),08:45:00,INCIDENT,,5/30/2012 8:45:00 AM,UNKNOWN,ATLANTIC,"A12A0058: The Aerovest Gulfstream IV (registration N700NY) aircraft was en route from Teterboro NJ USA to Marrakech Morocco. While in cruise at 41000 feet the crew noticed an EICAS- Hydraulic low pressure message. The checklist actions were performed and diversion to Boston MS was requested. The pressure continued to decrease and an emergency was declared and a request for diversion to the closest airport was made. The hydraulic pressure maintained between low to zero on the descent and approach. The flaps gear and brakes functioned normally and a normal landing was conducted at 0920 in Halifax. Maintenance is en route-diagnostics to follow. The \O\"" ring was changed in the steering control manifold due to a hydraulic leak. The aircraft was returned to service.""",No,Unknown,N700NY,AEROPLANE,GULFSTREAM AEROSPACE,,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2001,2,NONE,AIR TRANSPORT,
142322,A11A0066,47.93333333,-67.05,CANADA,2011-09-23,EMERGENCY/PRIORITY (xi),05:05:00,INCIDENT,,9/23/2011 5:05:00 AM,UNKNOWN,ATLANTIC,A11A0066: The El Al Israel Airlines B777-258 (reg 4XECC) aircraft operating as flight ELY027 was on a scheduled flight from Ben Gurion International airport (LLBG) Israel to Newark Internation NJ (KEWR). While in cruise the flight crew declared a PAN PAN due to a passenger medical emergency. The flight was diverted to Bangor International airport (KBGR) where it landed without incident.,No,Unknown,4XECC,AEROPLANE,BOEING,EL AL ISRAEL AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2001,2,NONE,AIR TRANSPORT,
142254,A11A0058,56.0,-50.0,CANADA,2011-09-09,EMERGENCY/PRIORITY (xi),02:13:00,INCIDENT,,9/9/2011 2:13:00 AM,UNKNOWN,ATLANTIC,A11A0058: The United Airlines Boeing 767-300 registration N643UA was operating as UAL964 on a flight from Washington Dulles International Airport (KIAD) to Moscow Domodedovo International Airport (UUDD). During cruise the flight crew received a RT GEN DRIVE EICAS message. In accordance with the flight manual procedure the crew disconnected the integrated drive generator (IDG) and started the auxiliary power unit. The crew then declared an emergency to deviate off Minimum Navigation Performance Specification route. The emergency was cancelled upon entering Gander airspace. The flight received clearance to return to KIAD where they landed without incident. There were no injuries and no aircraft damage. Company maintenance personnel replaced the right IDG and returned the aircraft to service.,No,Unknown,N643UA,AEROPLANE,BOEING,UNITED AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1991,2,NONE,AIR TRANSPORT,
142180,A11A0050,51.91666667,-41.58333333,CANADA,2011-08-19,EMERGENCY/PRIORITY (xi),04:49:00,INCIDENT,,8/19/2011 4:49:00 AM,UNKNOWN,ATLANTIC,A11A0050: The Delta Airlines Boeing 757-200 registration N702TW was operating as DAL106 on a flight from New York (KJFK) to Frankfurt Germany when the flight crew received a low left hydraulic quantity level warning and observed that the hydraulic quantity continued to decrease. After consulting with company maintenance control and dispatch personnel the flight crew declared an emergency and then requested and received a clearance to divert the aircraft to Gander NL where the flight landed without further incident and with ARFF standing by. Company maintenance personnel examined the aircraft and observed that the nose steering metering swivel valve had failed. Maintenance personnel removed and replaced the valve and returned the aircraft to service in accordance with maintenance manual procedures.,No,Unknown,N702TW,AEROPLANE,BOEING,DELTA AIRLINE,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,1996,2,NONE,AIR TRANSPORT,
142077,A11A0040,53.86666667,-54.96666667,CANADA,2011-07-26,EMERGENCY/PRIORITY (xi),10:00:00,INCIDENT,,7/26/2011 10:00:00 AM,UNKNOWN,ATLANTIC,A11A0040: The continental Airlines Boeing 767 COA81(registration N67052) declared an emergency with a central hydraulic problem. The flight continued to destination and was towed off of the runway due to a possible loss of nose wheel steering. Maintenance found the central hydraulic quantity transmitter damaged and readings intermittent tramsitter replaced. There was no loss of pressure just the indication of low pressure caused by the faulty transmitter.,No,Unknown,N67052,AEROPLANE,BOEING,CONTINENTAL AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2000,2,NONE,AIR TRANSPORT,
141882,A11F0116,53.95,-3.81666667,INTERNATIONAL WATERS,2011-06-07,UNABLE TO PERFORM (vi),10:00:00,INCIDENT,,6/7/2011 10:00:00 AM,UNKNOWN,ONTARIO,A11F0116: A flight attendant became ill and was unable to continue duties on board ACA873 (Boeing 777-333ER C-FRAM). The flight continued to destination without further incident.,No,Unknown,C-FRAM,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2008,2,NONE,AIR TRANSPORT,EDDF
141684,A11F0080,51.46666667,-0.45,UNITED KINGDOM,2011-04-21,DIFFICULT TO CONTROL (iv),05:45:00,INCIDENT,,4/21/2011 5:45:00 AM,UNKNOWN,ONTARIO,A11F0080: The Air Canada Boeing 767-300 aircraft (C-FCAE Flt 888) was on approach at EGLL following a Qantas Boeing 747 when the aircraft twice experienced wake turbulence. The aircraft encountered buffeting and roll and the stick shaker activated. The crew estimated that the distance between the two aircraft was 4 nautical miles. The aircraft continued with the approach and landed safely. There were no reports of injuries to passengers or crew members.,No,Unknown,C-FCAE,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1988,2,NONE,AIR TRANSPORT,CYOW
141632,A11F0072,49.00972222,2.54727778,FRANCE,2011-04-10,,09:50:00,ACCIDENT,,4/10/2011 9:50:00 AM,UNKNOWN,HEAD OFFICE,A11F0072: Prior to departure from LFPG Charles-de-Gaulle airport as the Air Canada Boeing 777-333ER registration C-FIVM was being pushed back the tow-bar ruptured. The nose landing gear was substantially damaged. The BEA is investigating.,No,No,C-FIVM,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2008,2,SUBSTANTIAL,AIR TRANSPORT,
141395,A11F0023,20.66666667,-105.25,MEXICO,2011-02-01,ENGINE (i),03:40:00,INCIDENT,,2/1/2011 3:40:00 AM,UNKNOWN,QUEBEC,A11F0023: The Airbus 310-308 registration C-FDAT operated under TSC417 by Air Transat was on a IFR flight from Licenciado Gustavo Diaz Ordaz Int'l airport in Puerto Vallarta  Mexico (MMPR) to Lester B. Pearson Int'l airport in Toronto Canada (CYYZ).  On initial climb to 5000 feet significant rumbling noise and vibration were observed and noted on ECAM message indicating gradually increasing N1 vibration values from 1.0 to 3.8 units on number 2 engine (general Electric CF6-80C2A8). The crew elected to do a precautionary landing at the airport of origin (Puerto Vallarta) with number 2 engine at reduced power. An overweight landing with the prescribed manufacturer limitations was carried out without further incident.An inspection of the engine N1 fan revealed possible damage at the trailing edge on some fan blades. This damage likely resulted from bird strike which occurred immediately prior to landing on previous flight segment. The bird strike was reported to maintenance by the crew upon arrival at the gate. Based on visible bird remains on leading edge of right wing slats (mid section) and cold section of number 2 engine an inspection and a functional check of slats plus a visual inspection of number 2 engine were carried out during the transit stop. No physical damage was observed in either area. Prior to subsequent take-off the crew elected to carry out a static engine run-up to 80% N1 for 15-20 seconds. At the time all engine parameters were normal with N1 and N2 vibration values below 1.0 unit.A repair maintenance team has been dispatched to inspect engine and carry out the necessary repairs to the engine fans.,No,Unknown,C-FDAT,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1992,2,NONE,AIR TRANSPORT,
141390,A11A0003,57.76666667,-43.5,CANADA,2011-02-07,SMOKE OR FIRE (iii),08:39:00,INCIDENT,,2/7/2011 8:39:00 AM,UNKNOWN,ATLANTIC,A11A0003: The Delta Airlines Boeing 767-432ER registration N833MH was operating as DAL40 on a flight from Minneapolis MN to London Heathrow Airport when the crew received a failure indication regarding the left re-circulating fan and noticed an electrical odor.  After declaring an emergency the crew completed the Smoke Fumes Removal/Elimination checklist items in the Quick Reference Handbook then requested and received clearance to divert to Goose Bay NL where they landed without further incident as ARFF stood by. Maintenance crews discovered that the left re-circulating fan had failed. The aircraft was returned to service in accordance with company MEL procedures.,No,Unknown,N833MH,AEROPLANE,BOEING,DELTA AIR LINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2000,2,,AIR TRANSPORT,
141186,A10A0121,55.31666667,-43.86666667,CANADA,2010-12-11,EMERGENCY/PRIORITY (xi),22:05:00,INCIDENT,,12/11/2010 10:05:00 PM,UNKNOWN,ATLANTIC,A10A0121: The British Airways B747 Flt 3573 a cargo flight (registration G-GSSA) was 552 NM NNE of Gander when an APU fire indication illuminated. The APU was not running and had not been in operation for several hours. The aircraft declared an emergency and diverted to Gander landing at 2331 NDT. The fire indication loop for the APU had failed and was isolated by maintenance. The aircraft departed for destination with the APU fire detection loop isolated. ,No,Unknown,G-GSSA,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,1999,4,NONE,AIR TRANSPORT,EDDF
141171,A10F0195,51.46666667,-0.45,UNITED KINGDOM,2010-12-06,EMERGENCY/PRIORITY (xi),08:59:00,INCIDENT,,12/6/2010 8:59:00 AM,UNKNOWN,HEAD OFFICE,A10F0195: An Air Canada Airbus A330 (registration C-GFAH) on a scheduled flight from London/Heathrow (EGLL) to Toronto (CYYZ) experienced a #2 engine(ROLLS ROYCE - UK RB211 TRENT 772B-60) vibration ECAM advisory. The crew performed the ECAM and QRH actions and reduced power to 74% N1 to remain outside of the caution range. Both Flight Dispatch and Maintenance were consulted via satellite phone and it was determined the flight would return to EGLL for a maintenance investigation. An uneventful overweight landing was performed on runway 27L. Although ARFF was activated the crew did not declare an emergency.,No,Unknown,C-GFAH,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1999,2,NONE,AIR TRANSPORT,EGLL
141000,A10A0115,60.33333333,-43.66666667,CANADA,2010-10-28,ENGINE (i),14:17:00,INCIDENT,,10/28/2010 2:17:00 PM,UNKNOWN,ATLANTIC,A10A0115: N458PS a Wells Fargo Dornier 328 was en route from Goose Bay to Keflavik at F270 when the flight crew requested descent and indicated that they were squawking 7700. A short time later the crew declared an emergency due to an engine failure (Pratt & Whitney PW119B) and descended the aircraft to F210. They then descended to F200 as they were unable to maintain F210. There was no other traffic and the aircraft continued to the destination exiting Canadian airspace without further incident.,No,Unknown,N458PS,AEROPLANE,DORNIER,WELLS FARGO BANK NORTHWEST NA TRUSTEE,OTHER,5701-27000 KG   (12566-59525 LBS),TRICYCLE ALL RETRACT,MEDIUM,1996,2,NONE,FERRY,CYYR
140538,A10F0106,49.00972222,2.54727778,FRANCE,2010-07-23,J. ROC / LOS,12:30:00,INCIDENT,,7/23/2010 12:30:00 PM,UNKNOWN,HEAD OFFICE,A10F0106: The Air Canada B777-300 ACA 871 registration C-FIUV was departing Paris CDG for Montreal. As the takeoff clearance was received on runway 27L the throttles were advanced for departure. Simultaneously the PNF observed an aircraft crossing on the far end of the runway and queried ATC. The Tower cancelled the takeoff clearance and a rejected takeoff was performed at 40 knots. The aircraft exited onto the next high-speed taxiway and the flight departed 30 minutes later without issue.,No,Unknown,REG-A10F0106-1,AEROPLANE,AIRBUS,AIR FRANCE,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,0,4,NONE,AIR TRANSPORT,
140137,A10P0139,43.33333333,-130.95,CANADA,2010-05-16,EMERGENCY/PRIORITY (xi),04:52:00,INCIDENT,,5/16/2010 4:52:00 AM,UNKNOWN,PACIFIC,A10P0139:  The WestJet Boeing 737-800 aircraft C-GWSZ operating as WJA1864 took off from Vancouver BC for Honolulu HI.  At EDWIL just prior to the ETOPS entry point the landing gear horn and overspeed warning horn sounded at the same time.  The crew could find no faults and neither of the warnings could be cancelled.  After consultation with company maintenance control the crew deactivated the two warnings.  A short time later the fire warning bell sounded without the associated warning lights.  The fire warning bell could not be cancelled so it continued to ring for the remainder of the flight.  Because the ringing of the bell caused difficulty communicating with ATC the crew declared an emergency.  The aircraft landed at Honolulu without further event.  Maintenance inspection found a fault with the aural warning module.  The company has submitted an SDR.,No,Unknown,C-GWSZ,AEROPLANE,BOEING,WESTJET,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2010,2,NONE,AIR TRANSPORT,CAM9
140021,A10A0044,51.0,-37.0,CANADA,2010-05-01,EMERGENCY/PRIORITY (xi),00:24:00,INCIDENT,,5/1/2010 12:24:00 AM,UNKNOWN,ATLANTIC,A10A0044: D-AIKD a Lufthansa Airbus A-330-300 was en route from Newark to Dusseldorf at F390 when the flight crew declared a medical emergency and requested clearance to divert to St. John's NL and descend to F280. Gander ACC issued the clearance; however the crew had already initiated the NAT contingency procedure and was in the descent to F280. When the aircraft was level at F280 Gander issued a clearance direct to St. John's. The aircraft landed without further incident.,No,Unknown,D-AIKD,AEROPLANE,AIRBUS,LUFTHANSA GERMAN AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,,0,2,,AIR TRANSPORT,
139966,A10P0097,47.7,-129.7666667,CANADA,2010-04-19,J. ROC / LOS,09:52:00,INCIDENT,,4/19/2010 9:52:00 AM,UNKNOWN,PACIFIC,A10P0097:  The Southern Air Boeing 747-300 aircraft operating as SOO514 was en route from Anchorage to Los Angeles cruising at FL330 on airway B453.  The Port Hardy controller handed off the aircraft to Oakland ARTCC with the altitude given as FL350.  When SOO514 checked in with Oakland at KANUA intersection at FL330 a loss of separation occurred and safety was not assured.,No,Unknown,REG-A10P0097-1,AEROPLANE,BOEING,SOUTHERN AIR INC.,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,,0,4,NONE,AIR TRANSPORT,
139962,A10F0048,35.6895,139.6917,JAPAN,2010-04-14,EMERGENCY/PRIORITY (xi),12:00:00,INCIDENT,,4/14/2010 12:00:00 PM,UNKNOWN,HEAD OFFICE,"A10F0048: The Air Canada B767-300 C-GHOZ Flight number ACA 010 departed Narita (NRT) Japan for Calgary Alberta. About 30 minutes after departure the crew received an intermittent \RH Fuel Filter\"" EICAS message. A PANPAN was declared and the aircraft returned to NRT as a precaution. The aircraft landed overweight at a weight of approximately 165000 kgs.After landing the aircraft fuel filter condition was found to be OK but was changed as a precaution. The Right engine fuel differential pressure switch was replaced in accordance with AMM 73-34-01 and an engine motoring check was carried out successfully. The aircraft then departed again for Calgary. While climbing through FL300 the crew again received an intermittent RH Eng Fuel Filter EICAS & Status message. The QRH was consulted and a PAN-PAN was declared as a precaution. The aircraft again returned to NRT for maintenance action and landed overweight at 170000 kgs.Maintenance was performed on the system circuit wiring and a right-engine high power run was carried out in accordance with AMM 71-00-00. This repair in additional to the maintenance work following the first return to NRT adequately addressed the malfunction and the aircraft was returned to line operation.   """,No,Unknown,C-GHOZ,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1989,2,NONE,AIR TRANSPORT,
139791,A10F0036,56.0,-20.0,INTERNATIONAL WATERS,2010-03-23,UNABLE TO PERFORM (vi),02:00:00,INCIDENT,,3/23/2010 2:00:00 AM,UNKNOWN,WESTERN,A10F0036: While en route from Calgary AB to Frankfurt-Main Germany a member of the cabin crew in the Air Canada A330 Airbus flight ACA844 became ill and was unable to continue duties. The flight staffing did not fall below the minimum cabin crew compliment.,No,Unknown,C-GHKR,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2001,2,NONE,AIR TRANSPORT,CYYC
139480,A10P0041,49.0,-132.45,CANADA,2010-02-14,J. ROC / LOS,02:04:00,INCIDENT,,2/14/2010 2:04:00 AM,UNKNOWN,PACIFIC,A10P0041:  The Korean Airlines Boeing 747-400 aircraft operating as KAL037 was en route from Incheon South Korea to Chicago.  KAL037 checked in with Vancouver ACC at PRETY intersection at FL370.  However the coordination received from Oakland ARTCC indicated FL350.  A loss of separation occurred and safety was not assured.,No,Unknown,REG-A10P0041-1,AEROPLANE,BOEING,KOREAN AIRLINES,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,,0,4,NONE,AIR TRANSPORT,
139419,A10A0016,57.0,-31.0,CANADA,2010-02-04,EMERGENCY/PRIORITY (xi),13:35:00,INCIDENT,,2/4/2010 1:35:00 PM,UNKNOWN,ATLANTIC,A10A0016: The flight crew of AAL45 an American Airlines Boeing 767-300 en route from Paris to New York at F350 requested a descent to F330 in order to re-start the aircraft APU. Gander Oceanic control advised the crew that they were unable to issue the clearance due to lower traffic after which the crew declared an emergency and carried out the NAT contingency procedure descending to F330. Gander Oceanic advised the crew that there was no traffic at F300 after which the crew advised that they were continuing descent to F300. After reaching F300 the crew requested a diversion to Reykjavik; however after successful re-start of the APU the crew requested and received a clearance to New York. The aircraft exited Canadian airspace without further incident.,No,Unknown,N390AA,AEROPLANE,BOEING,AMERICAN AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1995,2,NONE,AIR TRANSPORT,
139278,A10A0007,57.0,-50.0,CANADA,2010-01-15,EMERGENCY/PRIORITY (xi),06:23:00,INCIDENT,,1/15/2010 6:23:00 AM,UNKNOWN,ATLANTIC,A10A0007: BAW284 a British Airways Boeing 747-400 was en route from San Francisco to London when the flight crew declared a PAN situation due to low outside air temperature and requested a clearance to descend to Flight Level (FL)310. Gander ACC was unable to issue the clearance due to lower traffic; however they advised that crew that they would be able to issue a clearance at FL290. The crew then carried out the NAT contingency procedure and descended to FL290 where Gander issued a new clearance to the destination at that level. The aircraft exited Canadian airspace without further incident.,No,Unknown,G-BNLR,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,1990,4,NONE,AIR TRANSPORT,
139075,A10A0002,52.0,-50.0,CANADA,2010-01-04,EMERGENCY/PRIORITY (xi),19:10:00,INCIDENT,,1/4/2010 7:10:00 PM,UNKNOWN,ATLANTIC,A10A0002: BAW177 a British Airways Boeing 777-236ER registration G-YMMJ was en route from London to New York when the flight crew declared an emergency due to a pressurization system malfunction. The crew then advised that the pressurization was controllable utilizing the manual system and that descending to a lower altitude was un-necessary. The aircraft exited Canadian airspace without further incident. ,No,Unknown,G-YMMJ,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2000,2,NONE,AIR TRANSPORT,EGLL
138970,A09F0180,53.42138889,-6.27,IRELAND,2009-05-29,J. ROC / LOS,01:53:00,INCIDENT,,5/29/2009 1:53:00 AM,UNKNOWN,HEAD OFFICE,A09F0180: The Skyservice B757 aircraft registration C-GTBB landed on Runway (RWY) 10 in Dublin (EIDW) in conditions of poor visibility. On roll-out the aircraft passed a ride-on grass mower which was travelling eastwards along the runway approximately 18.5 metres (m) to the right of the centre-line. The driver of the mower was unaware that an aircraft was arriving until he heard it on the runway behind him. Prior to the incident ATC was informed that all grass cutting equipment had vacated the field.The Irish AAIB is investigating the incident.,No,Unknown,C-GTBB,AEROPLANE,BOEING,SKYSERVICE AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2001,2,,AIR TRANSPORT,
138894,A09F0176,-23.5505,-46.6333,BRAZIL,2009-12-13,,20:30:00,ACCIDENT,,12/13/2009 8:30:00 PM,UNKNOWN,QUEBEC,"A09F0176: The Air Transat A310-300 registration C-GTSF was being ground run by maintenance personnel from a contracted overhaul facility following a \C\"" check. During the run-up the aircraft jumped its chocks. The aircraft travelled across the apron area across a road and into soft forested grounds. Both wings hit lamp standards resulting in damage to the leading edge slats. The engine nose cowls were damaged when hitting trees. The main bogies sustained damage and the nose gear was embedded in soft ground and was likely damaged.During the run up the circuit breaker (L/G PROX DET SYST 1 (1GB)/FLT GND and L/G PROX DET SYST 2/FLT GND (119GB) were improperly pulled during the flight idle power testing. Pulling these CBs inhibits both the nose wheel steering and the engine thrust reverser system. Furthermore this action causes the brake and steering control unit (BSCU) to send an electronic signal to the ant-skid system to release all eight wheel brakes.""",No,Unknown,C-GTSF,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1988,2,SUBSTANTIAL,INSPECTION,
138596,A09F0159,25.03333333,-77.45,BAHAMAS,2009-11-02,UNABLE TO PERFORM (vi),15:10:00,INCIDENT,,11/2/2009 3:10:00 PM,UNKNOWN,ONTARIO,A09F0159: The Boeing 737-700 airplane registration C-FWAI flight WJA 2639 was on an IFR flight from Nassau/Lynden Pindling International Airport to Toronto/Lester B. Pearson International Airport. Shortly after take-off a flight attendant received a minor injury and was unable to continue duties.,Yes,Unknown,C-FWAI,AEROPLANE,BOEING,WESTJET,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2002,2,NONE,AIR TRANSPORT,
137719,A09A0077,51.66666667,-34.3,CANADA,2009-08-15,EMERGENCY/PRIORITY (xi),06:19:00,INCIDENT,,8/15/2009 6:19:00 AM,UNKNOWN,ATLANTIC,A09A0077: ACA860 an Air Canada Boeing 767-300 was en route from Halifax to London when the flight crew declared a PAN PAN PAN due to an unruly passenger and requested a clearance to divert the flight to St. John's NL. The aircraft was cleared as requested and the aircraft landed safely at St. John's without further incident.,No,Unknown,C-GDUZ,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1991,2,NONE,AIR TRANSPORT,CYHZ
137116,A09A0051,48.0,-50.0,CANADA,2009-06-28,UNABLE TO PERFORM (vi),14:05:00,INCIDENT,,6/28/2009 2:05:00 PM,UNKNOWN,ATLANTIC,A09A0051: The American Airlines Boeing 777-200 aircraft FAA registration N787AL was operating as AAL47 from London to Chicago.  When the aircraft was approximately 200 NM northeast of Goose Bay approaching SCROD intersection the flight crew declared a medical emergency due to an unconscious flight attendant and requested clearance direct to Goose Bay.  The aircraft was cleared as requested and landed without further incident at 14:40 ADT.,No,Unknown,N787AL,AEROPLANE,BOEING,AMERICAN AIRLINES,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,,2000,2,NONE,AIR TRANSPORT,
136843,A09A0038,46.0,-38.0,CANADA,2009-06-09,EMERGENCY/PRIORITY (xi),02:49:00,INCIDENT,,6/9/2009 2:49:00 AM,UNKNOWN,ATLANTIC,A09A0038: DAL782 a Delta Airlines Boeing 767-400 (N845MH) was en route from Detroit to London at F350 when the flight crew requested a diversion to St. John's NL due to a passenger medical emergency. The Gander high-level oceanic controller was unable to issue the clearance. The crew then carried out the NAT contingency procedure turning left and descending to F310 at which point they were cleared as requested. The aircraft landed safely at St. John's without further incident.,No,Unknown,N845MH,AEROPLANE,BOEING,DELTA AIR LINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,,2002,2,NONE,AIR TRANSPORT,
