OccID,OccNo,Latitude,Longitude,CountryID_DisplayEng,OccDate,OccIncidentTypeID_DisplayEng,OccTime,OccTypeID_DisplayEng,ProvinceID_DisplayEng,InitTSBNotifDate,ReportedByID_DisplayEng,RespRegionID_DisplayEng,Summary,InjuriesEnum_DisplayEng,DeployedEnum_DisplayEng,RegistrationNo,AircraftTypeID_DisplayEng,AircraftMakeID_DisplayEng,OrganizationID_DisplayEng,OperatorTypeID_DisplayEng,WeightCategoryID_DisplayEng,LandingGearID_DisplayEng,WakeTurbulenceCategoryID_DisplayEng,YearOfManuf,NumberOfEngine,DamageLevelID_DisplayEng,OperationTypeID_DisplayEng,ICAODepart
145877,A14A0039,45.0,-45.0,CANADA,2014-05-03,J. ROC / LOS,00:52:00,INCIDENT,UNKNOWN,5/3/2014 12:52:00 AM,UNKNOWN,ATLANTIC,A14A0039: The two US Airways A-330's; flight AWE704 (registration N273AY) and flight 786 (registration N272AY) aeroplanes were enroute from Charlotte (KCLT) to Frankfurt (EDDF) and Paris (LFPG) respectively. Flight 704 was 4 minutes ahead of flight 786 at flight level (FL) 370 on the same route and requested climb to FL 390. Flight 786 was at FL 390; Gander Oceanic cleared flight 704 to FL380 by data link. Flight 704 climbed to FL 390 Gander received a warning and gave immediate descent to flight 704 to maintain FL 380. A loss of separation occurred as the two flights were for a short time  4 minutes apart at the same flight level.    ,No,Unknown,N273AY,AEROPLANE,AIRBUS,US AIRWAYS,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2000,2,NONE,AIR TRANSPORT,
145669,A14W0034,78.16666667,-141.0,CANADA,2014-02-26,J. ROC / LOS,20:08:00,INCIDENT,UNKNOWN,2/26/2014 8:08:00 PM,UNKNOWN,WESTERN,A14W0034: The China Eastern Airlines Airbus A340-600 was operating as flight CES588 from John F Kennedy Intl (KJFK) to Shanghai Pudong Int'l (ZSPD / PVG) with clearance via reporting point OMEKA (N78 10.6 W141 00.0) at FL320. A Hainan Airlines A340-600 operating as flight CHH7976 from Toronto Pearson Int'l (CYYZ) to Beijing Capital Int'l (ZBAA / PEK) was en-route at FL320 and was issued a clearance to cross OMEKA at FL330. CHH7976 crossed OMEKA at FL320 reducing lateral separation to 6 minutes where 1000 feet vertical or 10 minutes lateral are required. NAV CANADA is conducting an OSI level 1.,No,Unknown,REG-A14W0034-1,AEROPLANE,AIRBUS,CHINA EASTERN AIRLINES,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,0,4,NONE,AIR TRANSPORT,
145619,A14F0027,23.58138889,-75.27055556,BAHAMAS,2014-02-15,,21:17:00,ACCIDENT,UNKNOWN,2/15/2014 9:17:00 AM,UNKNOWN,HEAD OFFICE,A14F0027: The Cessna Citation 501SP registration C-GKPC was on a flight from KFXE Fort Lauderdale Executive Florida to MYNA Stella Maris AirportT Bahamas. On the downwing leg for landing runway 31 the checklist was interrupted and the aircraft landed with the gear retracted. The aircraft sustained substantial damage to the underside and the flaps. No one was injured.,No,No,C-GKPC,AEROPLANE,CESSNA,,PRIVATE,2251-5700 KG    (4961-12565 LBS),TRICYCLE ALL RETRACT,LIGHT,1983,2,SUBSTANTIAL,PLEASURE/TRAVEL,
145362,A13A0123,46.0,-50.0,CANADA,2013-11-29,J. ROC / LOS,14:14:00,INCIDENT,UNKNOWN,11/29/2013 2:14:00 PM,UNKNOWN,ATLANTIC,A13A0123: The Jet Airways Airbus A330-302 registration VT-JWR was operating at FL370 as flight JAI228 from Brussels to Newark. A Swiss International Air Lines Airbus A330-343X registration HB-JHC was also on an eastbound trans-oceanic flight operating at FL380 as SWR16 from Zurich to New York. Both flights were cleared on the same route although SWR16 was flying an offset track flying to the right of course by one mile. The lateral distance between aircraft was less than one mile when climb clearance was issued to JAI228. Almost immediately the SWR16 flight crew notified the controller that they had received a TCAS alert and were initiating a climb. The controller then re-cleared the JAI228 to maintain FL370. The vertical spacing was approximately 700 to 800 feet. NAV CANADA is conducting an investigation.,No,Unknown,HB-JHC,AEROPLANE,AIRBUS,SWISS INTERNATIONAL AIR LINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2009,2,NONE,AIR TRANSPORT,
145361,A13A0122,48.0,-50.0,CANADA,2013-11-28,EMERGENCY/PRIORITY (xi),02:16:00,INCIDENT,UNKNOWN,11/28/2013 2:16:00 AM,UNKNOWN,ATLANTIC,A13A0122: The Hawker 1000 (registration HB-VOQ) departed CYYT St. John's for Santa Cruz Azores.  Approximately 50 minutes intoen the flight the crew started noticing vibrations in the airframe.  The crew suspected that it may have be a bearing in the starter/generator (PW305B engine) they declared a Pan Pan and returned to CYYT. No assistance was requested and the aircraft landed without incident. Update December 10 2013:  Maintenance replaced the starter/generator and aircraft returned to service.,No,Unknown,HB-VOQ,AEROPLANE,BRITISH AEROSPACE,,CORPORATE,5701-27000 KG   (12566-59525 LBS),TRICYCLE ALL RETRACT,MEDIUM,1992,2,NONE,AIR TRANSPORT,CYYT
144879,A13A0096,50.0,-50.0,CANADA,2013-08-13,EMERGENCY/PRIORITY (xi),01:45:00,INCIDENT,UNKNOWN,8/13/2013 1:45:00 AM,UNKNOWN,ATLANTIC,A13A0096: The Air Transat Airbus A310 registration C-GLAT was operating as TSC150 for a planned flight from Quebec - Jean Lesage International to Paris Charles de Gaulle. While in cruise at FL350 approaching longitude 050W the outer pane of the right front windshield cracked. The crew declared PAN carried out the QRH procedure and requested a diversion to Montreal - Trudeau (CYUL) airport for the necessary repair. The flight landed at CYUL; the right windshield was replaced and the aircraft returned to service.,No,Unknown,C-GLAT,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1992,2,NONE,AIR TRANSPORT,CYQB
144768,A13A0085,45.0,-45.0,CANADA,2013-07-11,EMERGENCY/PRIORITY (xi),15:25:00,INCIDENT,UNKNOWN,7/11/2013 3:25:00 PM,UNKNOWN,ATLANTIC,A13A0085: The US Airways Airbus A330-300 aircraft (N278AY) operating as flight AWE703 was enroute at FL380 from Frankfurt (EDDF) to Philadelphia (KPHL). About 350 nm South East of St. John's the crew received a low oxygen warning indication pressure less than 600 psi and decreasing. The crew declared an emergency and offset course to the North. AWE703 descended to 10000 feet without clearance one flight was in trail by 4 minutes longitudinal separation at FL360. The oxygen quantity continued to decrease so the crew requested a diversion to the nearest airport. Clearance was issued direct to St. John's (CYYT) once AWE703 was clear of traffic. To expedite the landing the crew declared an emergency. AWE703 landed without further incident with ARFF on standby. Maintenance found a small leak in the pilot's oxygen mask. They swapped the captain's mask with the observer seat mask then serviced the oxygen bottle.  A leaks check was performed with no faults found and the aircraft was released for flight.,No,Unknown,N278AY,AEROPLANE,AIRBUS,US AIRWAYS,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2001,2,NONE,AIR TRANSPORT,EDDF
144674,A13A0069,48.0,-35.0,CANADA,2013-06-26,EMERGENCY/PRIORITY (xi),12:51:00,INCIDENT,UNKNOWN,6/26/2013 12:51:00 PM,UNKNOWN,ATLANTIC,A13A0069: The US Airways B757-200 (registration N202UW) aeroplane was enroute from Amsterdam (EHAM) to Philadelphia (KPHL). At 48N 035W the crew noted low oil quanitity in the # 2 engine. The crew declared a PAN PAN and diverted to the nearest airfield Terceira Azores (LPLA). The engine (Rolls-Royce RB.211) continued to operate at idle providing generator and pneumatics. The aircraft landed safely and maintenance determined an oil leak in the tower shaft seal. The seal was replaced and the aircraft returned to service. ,No,Unknown,N202UW,AEROPLANE,BOEING,US AIRWAYS,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,1995,2,NONE,AIR TRANSPORT,EHAM
144311,A13A0038,49.0,-36.0,CANADA,2013-03-30,ENGINE (i),00:06:00,INCIDENT,UNKNOWN,3/30/2013 12:06:00 AM,UNKNOWN,ATLANTIC,A13A0038: The United Airlines Boeing 757-200 aircraft (N14121) operating as flight UAL26 was enroute from Newark to Birmingham. During cruise at FL370 the flight crew observed the right engine EPR drop to approximately 1.45 and noted that the engine was unresponsive to throttle inputs. An emergency was declared and clearance was obtained to divert to St. John's.  After selecting the right engine to idle the flight crew consulted with company dispatch and determined that due to the weather conditions at St. John's they would divert to Goose Bay.   The flight crew reviewed the single engine inoperative landing checklist since the right engine was operating at idle and producing minimal thrust.  UAL26 landed at Goose Bay without further incident.Company maintenance personnel replaced the right engine fuel flow governor carried out the appropriated ground runs and returned the aircraft to service. ,No,Unknown,N14121,AEROPLANE,BOEING,UNITED AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,1997,2,NONE,AIR TRANSPORT,
144101,A13A0011,55.0,-54.66666667,CANADA,2013-02-03,EMERGENCY/PRIORITY (xi),13:35:00,INCIDENT,UNKNOWN,2/3/2013 1:35:00 PM,UNKNOWN,ATLANTIC,A13A0011: The British Airways B777 (registration G-ZZZC) aeroplane was enroute from London Heathrow (EGLL) to Philadelphia (KPHL). While in cruise flight approximately 450 NM NE of Goose Bay the crew noted fumes on the flightdeck causing eyes to water and a sharpness in the throat. The crew donned oxygen masks after the first officer became nauseous. The captain declared a PAN PAN PAN and requested to divert to Goose Bay where the aircraft landed safely. The passengers remained on board until a replacement aircraft arrived then were transferred to the relief aircraft and continued to destination after a six hour delay. The crew underwent blood and medical testing in hospital and were released after no adverse conditions were determined. Global Life the medical provider for British Airways examined the medical test results and concurred that the pilots were fit for duty. Britsh Airways maintenance attempted to determine the source and duplicate the event without success. The aircraft was released to service.,Yes,Unknown,G-ZZZC,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1995,2,NONE,AIR TRANSPORT,
143841,A12A0113,54.0,-50.0,INTERNATIONAL WATERS,2012-11-12,ENGINE (i),12:55:00,INCIDENT,UNKNOWN,11/12/2012 12:55:00 PM,UNKNOWN,ATLANTIC,A12A0113: The United Airlines B767 (N661UA) aeroplane was en route from Munich Germany (EDDM) to Chicago O'Hare (KORD). The flight was 100 NM E of 50W when the crew heard a muffled bang and noted the EPR on the right engine (Pratt & Whitney PW4060) drop from 1.25 to 1.00 and return to 1.25. All was normal for 25 minutes then the crew heard a second muffled bang and the right engine began to spool down. The crew secured the engine declared an emergency and diverted to Gander NL where an uneventful landing was made. Maintenance determined the right engine suffered a contained failure. The engine will be replaced and the engine teardown report will be forwarded once received from the overhaul shop. Email from United - teardown started Jan 15 2013. Teardown report received February 03 2013. Cause of failure could not be exactly pinpointed due to the damaged state of the engine however fatigue caused the C-6 and C-7 VSV blades to break after a initial FOD event or VSV failure. ,No,Unknown,N661UA,AEROPLANE,BOEING,UNITED AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,1993,2,NONE,AIR TRANSPORT,
143758,A12A0104,54.0,-40.0,INTERNATIONAL WATERS,2012-10-23,EMERGENCY/PRIORITY (xi),12:41:00,INCIDENT,UNKNOWN,10/23/2012 12:41:00 PM,UNKNOWN,ATLANTIC,A12A0104: The British Airways B767 (registration G-BNWN) aeroplane was  enroute from London Heathrow (EGLL) to Toronto Pearson (CYYZ). The right engine electrical generator was differed as per the MEL and the APU was functioning as the backup source of electrical power. The APU failed as second source so the crew elected to divert to Gander declaring a PAN PAN PAN. Maintenance is repairing the APU and replacing the generator.,No,Unknown,G-BNWN,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1991,2,NONE,AIR TRANSPORT,EGLL
143471,A12A0083,44.26666667,-61.81666667,CANADA,2012-08-12,J. ROC / LOS,00:12:00,INCIDENT,UNKNOWN,8/12/2012 12:12:00 AM,UNKNOWN,ATLANTIC,A12A0083: DAL116 a Boeing 767-200 registration N156DL operated by Delta Airlines at FL330 was preceding SVA038 a Boeing 777-200ER registration HZ-AKA operated by Saudi Arabian Airlines also at FL330. SVA038 was faster than DAL116 and separation between the two aircraft was reduced to 4.2 nm when the controller noticed the loss of separation. The required separation is 5 nm. The controller ordered SVA038 to climb to FL340. ,No,Unknown,HZ-AKA,AEROPLANE,BOEING,SAUDI ARABIAN AIRLINES,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,1997,2,NONE,AIR TRANSPORT,
143347,A12A0075,49.0,-40.0,INTERNATIONAL WATERS,2012-07-16,ENGINE (i),00:54:00,INCIDENT,UNKNOWN,7/16/2012 12:54:00 AM,UNKNOWN,ATLANTIC,A12A0075: The Boeing 757-200 (registration N14118) aircraft was enroute from Washington Dulles (KIAD) to London Heathrow (EGLL) and while in cruise at 38000 feet the left engine slowly rolled back to idle over two minutes. The crew declared an emergency descended to 28000 feet and diverted to St John's. Left engine thrust was recovered through 10000 feet and the flight landed with both engines operating normally. Maintenance suspected an ice blockage in the engine EEC P1 line from which a small quantity of water was drained. The filter FFG EECtransmitter and P1 probe were replaced and the aircraft returned to service.,No,Unknown,N14118,AEROPLANE,BOEING,UNITED AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,1997,2,NONE,AIR TRANSPORT,
142697,A12F0005,21.77388889,-72.26861111,TURKS & CAICOS IS (BRITISH OVERSEAS TERRITORY),2012-01-13,EMERGENCY/PRIORITY (xi),17:35:00,INCIDENT,UNKNOWN,1/13/2012 5:35:00 PM,UNKNOWN,ONTARIO,A12F0005: An Air Canada Airbus A319-114 aircraft (C-FZUJ) Flt ACA 1272 was on a scheduled flight from Toronto/LBPIA to Providenciales International Airport (MBPV) Turks and Caicos Islands. During the descent to MBPV the flight experienced a loss of hydraulic fluid and pressure from the green hydraulic system followed by an overheat indication from the yellow hydraulic system. The crew carried out QRH procedures. An emergency was declared and the approach continued to MBPV. The landing gear was extended using the alternate system and the aircraft landed safely without further incident. The aircraft was shut down on the runway and towed to the gate due to loss of nose-wheel steering associated with the alternate gear extension. The loss of green system fluid was attributed to a leaking left-hand main landing gear door bypass valve. The yellow system overheat was attributed to sustained operation of the power transfer unit to maintain green system pressure.,No,Unknown,C-FZUJ,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,1997,2,NONE,AIR TRANSPORT,CYYZ
142474,A11A0083,49.5,-46.0,CANADA,2011-11-09,EMERGENCY/PRIORITY (xi),01:22:00,INCIDENT,UNKNOWN,11/9/2011 1:22:00 AM,UNKNOWN,ATLANTIC,A11A0083: The Evergreen International Airlines B747-212B aircraft (registration N485EV) operating as flight EIA1576 was enroute from McGuire (KWRI) to Mildenhall (EGUN) airport.  While in cruise flight at about 49:30N 046:00W the crew received an intermittant aft lower cargo fire warning. The crew executed the contingency procedure and requested clearance to St. John's (CYYT) airport. Flight EIA1576 landed at St. John's without further incident.Maintenance personnel reset the aft lower fire warning card and tested the associated smoke detectors. The aircraft was returned the aircraft to service.,No,Unknown,N485EV,AEROPLANE,BOEING,EVERGREEN INTERNATIONAL AIRLINES,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,1973,4,NONE,AIR TRANSPORT,
142054,A11F0143,52.7,-8.91666667,IRELAND,2011-06-27,SMOKE OR FIRE (iii),23:30:00,INCIDENT,UNKNOWN,6/27/2011 11:30:00 PM,UNKNOWN,ONTARIO,A11F0143: The Air Canada B777-300 C-FIVS operating as flight 0872 was enroute from CYYZ Toronto to EDFF Frankfurt.  During cruise flight overhead EINN Shannon Ireland smoke began to emanate from seats 31H and 31J.  Power to the inflight entertainment system was removed and the smoke dissipated.  The aircraft continued to destination and landed without further incident.Maintenance found the Quad Seat Electronics Box at fault and the unit was replaced.,No,Unknown,C-FIVS,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2009,2,NONE,AIR TRANSPORT,CYYZ
142036,A11F0141,53.42138889,-6.27,IRELAND,2011-07-14,DEPRESSURIZATION (vii),11:00:00,INCIDENT,UNKNOWN,7/14/2011 11:00:00 AM,UNKNOWN,ONTARIO,A11F0141: After departure from the Dublin Airport while climbing through FL140 the flight crew of Air Canada flight 691 (Boeing 767 registration C-GHPE) felt a pressurization change and observed an increase in the cabin altitude. The flight crew attempted to control the pressurization but was unsuccessful; the cabin altitude climbed above 10000 feet. Subsequently an emergency descent was performed ATC was advised and the aircraft returned to Dublin landing overweight.,No,Unknown,C-GHPE,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2003,2,NONE,AIR TRANSPORT,
141921,A11A0027,57.26666667,-44.0,CANADA,2011-06-17,SMOKE OR FIRE (iii),20:53:00,INCIDENT,UNKNOWN,6/17/2011 8:53:00 PM,UNKNOWN,ATLANTIC,"A11A0027: The Lufthansa Airbus A340-311 registration D-AIGB was operating as DLH420 on a flight from Frankfurt Germany to Boston MA when the flight crew received the ECAM message \SMOKE CAB REST SMOKE\""; indication of possible fire in the aircraft's mobile crew rest area (MCR). Since the area was occupied the flight crew established communication with the rest crew to confirm that the fire warning was not accidentally triggered. No smoke or fire was observed but one of the rest crew thought a smell could be detected briefly.  The MCR was evacuated and the flight crew activated the fire extinguishing system declared an emergency and obtained a clearance to descend to FL250 and divert to the nearest airport Goose Bay NL. The cabin was prepared for an emergency landing and passengers were re-briefed on evacuation procedures. The flight continued to Goose bay and landed without incident with ARFF standing by.The aircraft was shutdown to allow fire crew to inspect the MCR and when no sign of heat or combustion could be detected the aircraft was restarted and taxied to ramp where passengers deplaned normally. Maintenance personnel inspected the MCR and adjacent cargo compartment and passenger cabin areas for evidence of heat or combustion without any sign being detected.  A smoke detection control unit inspection was performed without fault and the system was reset.  The MCR was blocked according to MEL for the return flight to Frankfurt. The flight back to Frankfurt was without any problem.Further trouble shooting was performed after arrival in Frankfurt in conjunction with a detailed action order without fault and the aircraft was returned to service.""",No,Unknown,D-AIGB,AEROPLANE,AIRBUS,LUFTHANSA GERMAN AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,0,4,NONE,AIR TRANSPORT,
141588,A11A0011,51.36666667,-52.7,CANADA,2011-03-26,EMERGENCY/PRIORITY (xi),10:15:00,INCIDENT,UNKNOWN,3/26/2011 10:15:00 AM,UNKNOWN,ATLANTIC,A11A0011: At 1015 NDT American Airlines flight AAL65 a B767 (registration N366AA) requested an emergency descent due to a cracked left front windshield. The flight was cleared to FL240. The flight crew subsequently determined the windshield's outer layer suffered an electrical failure. After consulting with company maintenance it was determined that the flight could safely continue with the cracked windshield. At 1050 NDT AAL65 advised that operations were normal and requested climb to FL300. The flight was cleared as requested and proceeded uneventfully to destination. The windshield and heat control unit were replaced at destination by maintenance personnel.,No,Unknown,N366AA,AEROPLANE,BOEING,AMERICAN AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1991,2,MINOR,AIR TRANSPORT,
141564,A11A0009,54.0,-50.0,CANADA,2011-03-19,J. ROC / LOS,14:57:00,INCIDENT,UNKNOWN,3/19/2011 2:57:00 PM,UNKNOWN,ATLANTIC,A11A0009: The privately operated Dassault Falcon 2000EX registration PP-AAF was on a flight from London England to Teterboro New Jersey and cruising at FL430 with traffic following at 11 minutes lateral spacing. At approximately 350 nm northeast of Gander NL spacing was noticed to have reduced to 8 minutes where 10 minutes is required. The pilot reported that the aircraft flight management system had reduced the speed and was subsequently given an airspeed clearance to provide and maintain separation.,No,Unknown,PP-AAF,AEROPLANE,DASSAULT-BREGUET,,CORPORATE,5701-27000 KG   (12566-59525 LBS),TRICYCLE ALL RETRACT,MEDIUM,2003,2,NONE,BUSINESS,
141307,A11F0012,55.0,-29.0,INTERNATIONAL WATERS,2011-01-14,,07:00:00,ACCIDENT,UNKNOWN,1/14/2011 7:00:00 AM,UNKNOWN,HEAD OFFICE,A11F0012: The Air Canada Boeing 767-333 C-GHLQ (serial number 30846) was operating as flight ACA878 from Toronto Ontario to Zurich Switzerland. At approximately midpoint of the Atlantic crossing at 0201 Eastern Standard Time during the hours of darkness the aircraft experienced a pitch excursion. The excursion resulted in an altitude deviation over 46 seconds of minus 400 feet to plus 400 feet from the assigned altitude of 35 000 feet above sea level. Fourteen passengers and two flight attendants were injured. After determining the extent of the injuries it was decided to continue to destination. The seatbelt sign had been selected on approximately 40 minutes prior to the pitch excursion. Upon arrival in Zurich seven passengers were sent to surrounding hospitals for further assessments and observation.,Yes,,C-GHLQ,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2001,2,MINOR,AIR TRANSPORT,
141295,A10F0209,31.18333333,-150.0,UNITED STATES,2010-12-25,DIFFICULT TO CONTROL (iv),15:15:00,INCIDENT,UNKNOWN,12/25/2010 3:15:00 PM,UNKNOWN,PACIFIC,A10F0209:  The Air Canada Boeing 777-200 aircraft C-FIVK operating as ACA034 was en route from Sydney Australia to Vancouver.  While in cruise at FL360 in the vicinity of ZAALE intersection the aircraft encountered sudden moderate to severe turbulence lasting about 2 1/2 minutes during which the aircraft was momentarily out of control.  The crew advised ATC and descended from FL360 to FL310.  There were no injuries as the seat belt sign was on prior to the encounter and all passengers and crew were seated.  The aircraft continued to Vancouver where it landed without further event.  Maintenance completed a severe turbulence inspection IAW AMM 05-51-04-210-801.  No abnormalities or damage were found.  DFDR interrogation indicated the G loads to which the airframe had been subjected were within limits.  The aircraft was returned to service.,No,Unknown,C-FIVK,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2007,2,NONE,AIR TRANSPORT,
141267,A10A0130,59.0,-44.0,CANADA,2010-12-30,ENGINE (i),00:38:00,INCIDENT,UNKNOWN,12/30/2010 12:38:00 AM,UNKNOWN,ATLANTIC,A10A0130: The Omni Air Express McDonnell Douglas DC10 registration N522AX was operating as OAE519 on a flight from Atlanta GA to Leipzig Germany. At 00:38 UTC while approximately 700 nm NE of Gander at FL370 the crew declared an emergency due to the loss of engine oil pressure and subsequent in-flight shutdown of the number three engine (General Electric CF6-50). The crew then requested and received clearance to descend to FL 290 and divert to Goose Bay NL.  At 00:53 UTC the crew requested and was cleared to proceed to Bangor ME at FL310. The aircraft exited the Gander Flight Information Region (FIR) at 02:22 UTC but landed instead at Baltimore/Washington International airport for maintenance consideration. Maintenance inspection revealed an unserviceable number three engine lubrication / scavenge pump. The pump assembly was replaced and the aircraft was returned to service following the satisfactory completion of operational tests.,No,Unknown,N522AX,AEROPLANE,MCDONNELL DOUGLAS,OMNI AIR EXPRESS,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1988,3,NONE,AIR TRANSPORT,
141221,A10F0203,37.76666667,-69.5,INTERNATIONAL WATERS,2010-12-13,UNABLE TO PERFORM (vi),21:00:00,INCIDENT,UNKNOWN,12/13/2010 9:00:00 PM,UNKNOWN,ONTARIO,A10F0203: While en route from Bermuda to Toronto a flight attendant on board flight WJA2711 (Boeing 737-700 C-GWJK) received an injury and was unable to continue duties. The flight continued without further incident to destination.,Yes,Unknown,C-GWJK,AEROPLANE,BOEING,WESTJET,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2008,2,NONE,AIR TRANSPORT,TXKF
140994,A10P0342,50.0,-133.4,CANADA,2010-10-28,J. ROC / LOS,11:00:00,INCIDENT,UNKNOWN,10/28/2010 11:00:00 AM,UNKNOWN,PACIFIC,A10P0342:  The Cathay Pacific Boeing 777-300ER aircraft operating as CPA826 was en route from Hong Kong to Toronto at FL350.  The estimate was passed from Oakland ACC to Vancouver ACC at FL370.  A loss of separation occurred when CPA826 checked in with the Vancouver controller was radar identified and it was determined that the aircraft was at FL350.  The correct information was then entered in CAATS.,No,Unknown,REG-A10P0342-1,AEROPLANE,BOEING,CATHAY PACIFIC,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,,0,2,NONE,AIR TRANSPORT,
140987,A10F0160,-20.0,80.0,INTERNATIONAL WATERS,2010-10-16,SMOKE OR FIRE (iii),14:00:00,INCIDENT,UNKNOWN,10/16/2010 2:00:00 PM,UNKNOWN,QUEBEC,A10F0160: The Air Transat Airbus A330-200 registration C-GPTS operating as ferry flight number GIA 1103 was en route from Jeddah Saudi Arabia Airport (OEJD) to Hasanudin International Airport Makassar Indonesia when a flight attendant advised the crew of the odor of smoke in the cabin. Shortly after an ECAM message indicating Left Cabin Fan Fail appeared. Packs were selected to high flow as per ECAM procedure. The odor of smoke dissipated within 30 minutes. The aircraft continued to destination. Upon landing and inspection the cabin fan (recirculation fan fin no. 211HG) was replaced and the aircraft returned to service.  ,No,Unknown,C-GPTS,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2002,2,NONE,FERRY,
140931,A10A0110,50.91666667,-32.0,CANADA,2010-10-11,EMERGENCY/PRIORITY (xi),05:46:00,INCIDENT,UNKNOWN,10/11/2010 5:46:00 AM,UNKNOWN,ATLANTIC,A10A0110: TSC722 an Air Transat Airbus A310 was en route from Toronto to London at F340 when the flight crew declared a PAN PAN PAN due to a cracked windshield. The crew requested and received a clearance to divert the aircraft to St. John's NL and descended to F250. The aircraft landed safely at St. John's without further incident.The operator dispatched a replacement aircraft to St. John's carrying maintenance personnel and replacement parts. The replacement aircraft continued the flight with the passengers while maintenance personnel replaced the damaged windscreen. The aircraft was ferried to Montreal without further incident.The operator has forwarded a request to the manufacturer asking if they could determine the cause of the failure.,No,Unknown,C-GTSX,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1990,2,NONE,AIR TRANSPORT,CYYZ
140830,A10A0099,51.0,-45.0,CANADA,2010-09-21,J. ROC / LOS,05:26:00,INCIDENT,UNKNOWN,9/21/2010 5:26:00 AM,UNKNOWN,ATLANTIC,A10A0099: RJA262 a Royal Jordanian Airline Airbus 340-200 was en route from New York to Amman Jordan at F350. ACA888 an Air Canada Boeing 767-300 was en route from Ottawa to London at F340. The flight crew of RJS262 requested F340 or F330 due to turbulence at which time Gander ACC advised that they were unable to issue the clearance due to lower traffic. The crew of RJA262 then advised that they were descending to F330 reporting that they were unable to maintain altitude due to technical reasons. Separation between the aircraft eroded to six minutes laterally between F350 and F330 in an area where 10 minutes lateral or 1000 foot vertical is required. Separation was restored when RJA262 reached F330.Gander ACC personnel are investigating in order to clarify whether the crew carried out the NAT contingency procedure prior to descending.,No,Unknown,C-GHLA,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1992,2,NONE,AIR TRANSPORT,CYOW
